ID	lastname	firstnames	birth_date	birth_city_label	birth_city_id	personnal_information	profesionnal_information	comment
3638	MEUNIER	Amélie, Fleury, Jean, Henri	1791-12-30	Lyon (Rhône)	28533	<p>Il est né le 30 décembre 1791 à Lyon ; son père était négociant. Il a été professeur  à l'Ecole impériale des Beaux-Arts de Lyon. == Il est né le 30 décembre 1791 à Lyon (Rhône) ; son père était négociant. Il a été professeur à l'École impériale des Beaux-Arts de Lyon.</p>	"<p>Il possède un brevet pour Fontaines (Rhône),  mais il a ouvert à Lyon un magasin de fournitures pour le dessin et la peinture, et veut en rapprocher son atelier. == Il vient d'organiser  dans une propriété qu'il possède à Saint-Martin-de-Fontaines une fabrique  de carton-pierre pour le moulage des monuments en tout genre, statues de saints, crucifix, madones...""Je désire joindre à cette industrie"", explique-t-il,"" une impression d'imageries de dévotion, telles que banières, trumeaux, triptyques, devants de cheminée... Mon but est de reproduire  les objets de ce genre au Moyen Age dont je possède une curieuse et rare collection.""  Cette activité ""occupera des jeunes filles et des enfants ainsi que des lithographes et des graveurs.""  En 1857, il obtient le transfert de son brevet pour Lyon.</p>"	
3639	MEUNIER	Louis, André	1805-05-18	Rouen (Seine-inférieure)	31330	<p>Il est né le 18 mai 1805 à Rouen (Seine-Inférieure). Il a travaillé comme ouvrier imprimeur chez Periaux à Rouen, puis s'est installé à Louviers où il se dit commerçant, sans doute papetier.</p>	<p>Son installation est soutenu par de nombreuses notabilités locales.</p>	
3640	MEURISSE	Marie, Vincent, Achille	1842-01-22	Arvillers (Somme)	32653	<p>Né le 22 janvier 1842 à Arvillers dans la Somme. Son père était épicier.</p>	<p>Il a déjà repris le brevet de libraire de Hourdequin le 27/01/1865, mais le lui rend et obtient les brevets de lithographe et d'imprimeur en lettres de Cottenest.</p>	
3641	MEVREL	Jacques, René	1795-09-02			"<p>Il est né le 2 septembre 1795. Il est père de 11 enfants. Il a longtemps travaillé dans des imprimeries typographiques, devenant compositeur et prote. En 1826, il a acheté un fonds de taille-douce situé passage du Caire tout en continuant de travailler, mais à son compte chez le typographe Sétier, puis sous le brevet du typographe Bellemain. Il a donné des preuves ""de son dévouement au gouvernement, notamment en juin 1832"".</p>"	"<p>Après avoir été breveté lithographe, il est breveté imprimeur en lettres en avril  1834, ce qui doit lui permettre, en tre autres, d'imprimer <em>La Quotidienne  </em>dans les locaux du journal, mais aussi <em>L'Écho judiciaire</em>. Il pratique alors taille-douce, typographie et lithographie  et il a entre 1834 et 1838 une très importante production typographique de pièces de théâtre, discours, factums, prospectus et brochures diverses. Il abandonne son brevet de typographe en 1838.<br>Dans les années 1850, sa mauvaise santé réduit son activité, il vit ""dans le dénuement"", et la Chambre des imprimeurs de Paris décide d'intervenir en novembre 1853 pour lui obtenir du ministère une aide de  200 F,  qui lui est accordée ; elle intervient l'année suivante pour que cette aide soit reconduite. Son brevet est annulé en 1856.</p>"	
3642	MEYER	*Ernest, Guillaume, Mathias	1806-03-22	Lippstadt (Prusse)		<p>Il est né en Prusse à Lippstadt le 22 mars 1806. Il est naturalisé le 25 mai 1848. Venu à Paris en 1833, il travaille d'abord chez Firmin Didot comme compositeur pendant deux ans, puis à l'Imprimerie nationale jusqu'en 1842. Parallèlement, il ouvre en 1838 une maison de commission pour les produits typographiques et le matériel d'imprimerie dont il étend, à partir de1840, les spécialités pour le commerce avec l'Allemagne, avec l'aide de sa femme.<br>Sa carrière est représentative des difficultés rencontrées par les imprimeurs étrangers venus en France ; elle est aussi un exemple d'accumulation progressive de capital jusqu'à la possession d'une imprimerie importante.</p>	<p>Grâce au petit capital engrangé, il s'associe en 1842 avec Silbermann pour travailler sous le brevet de Fournier à Paris et faire de l'impression typographique en couleurs, puis réussit à  se dégager de cette association et poursuit seul jusqu'en 1848. Naturalisé, il fait un demande de brevet d'imprimeur en lettres mais il fait faillite. Il obtient un concordat, dédommage ses créanciers et renouvelle sa demande ;  il obtient un brevet d'imprimeur en lettres le 22 mars 1851. Son établissement, utilisant 7 presses, est estimé avec sa clientèle  60 000 F. Il reprend ensuite le brevet de lithographe de Frey. Pour la vente des ouvrages religieux et classiques qu'il imprime,  il obtient une autorisation en octobre 1851.<br>Il se fait remarquer par la qualité de ses impressions en couleurs, depuis les dessins de tapisserie pour le <em>Journal des demoiselles  </em>jusqu'aux livres religieux de luxe.  Il est présent aux expositions de Londres et de Paris où il est médaillé pour ses impressions typographiques en couleurs pour les modèles de tapisseries et salué pour son impression d'un Gresset en  caractères microscopiques fondus par Deberny.<br>Il abandonne son brevet d'imprimeur en lettres le 13 juillet 1863.</p>	Revu E. P., 15/09/2020.
3643	MEYER	Isidore	1816-05-12	Chambéry (Savoie)	30257	<p>Il est né le 12 mai 1816 à Chambéry (Savoie) de parents français. Il est marié et père de famille. Il a vécu longtemps à Chateauroux où, dessinateur lithographe, il faisait des illustrations, notamment pour un ouvrage <em>Esquisses pittoresques de l'Indre </em>qui a reçu une médaille de bronze à  l'exposition de 1844.</p>	"<p>Il vient à Paris pour s'installer lithographe et faire des dessins à la plume et  des travaux de ville. Il est associé avec un nommé Minier. Il imprime des cartes géographiques, des fac-similés, des textes autographiés... Il est breveté libraire le 15 décembre 1851 pour vendre des ouvrages classiques et religieux. Il annonce, dans l'<em>Annuaire général du commerce</em> de 1854, une ""spécialité  pour dessin à la plume"" et une maison à Chateauroux (propriété de sa femme).<br>Il est remplacé par Bourichet aîné.</p>"	Revu E. P., 15/09/2020.
3644	MEYER	Jacques	1827-10-23	Riedisheim (Haut-Rhin)	28300	<p>Il est né le 23 octobre 1827 à Riedisheim (Haut-Rhin). Marié et père de famille, iI est ouvrier lithographe.</p>	<p>Il a racheté l'imprimerie de Joseph Auguste Lacurie.</p>	
3645	MEYER	François, Joseph	1831-03-14	Saint-Amarin (Haut-Rhin)	28321	<p>Il est né le 14 mars 1831 à Saint-Amarin (Haut-Rhin). Son père était commis de tissage. Il est lui-même commis chez un négociant.</p>	<p>Il achète le brevet et le matériel de Gresset 4 000 F  le 16 novembre 1866.</p>	
3646	MIALHE	Louis	1794-12-09	Bordeaux (Gironde)	12988	"<p>Il est né le 9 décembre 1794 à Bordeaux (Gironde). Le rapport de police de 1834 note : ""On lui reproche des opinions républicaines, mais sans exaltation"" et ""cette considération n'ayant  pas paru assez grave pour faire repousser sa demande"", il est breveté. Il a un frère cadet, Pierre Toussaint Frédéric Mialhe qui est peintre paysagiste et qui participe au volume consacré au Languedoc des <em>Voyages romantiques et pittoresques dans l'ancienne France.</em></p>"	"<p>Il a travaillé comme ouvrier lithographe chez Engelmann et chez Lemercier.  Son certificat est signé par des lithographes de Bordeaux. En 1837, il annonce faire ""vignettes, dessins, écritures et autographie"". Sa raison sociale est Mialhe frères car il semble associé avec son frère qui lui donne des dessins d'actualité qu'il imprime (attentat de Fieschi), mais aussi certaines illustrations du <em></em><br>Son brevet est annulé en 1854 car ""on le dit installé à La Havane depuis dix ans"". Sans doute y a-t-il rejoint son frère qui a été recruté en 1838 pour participer à la création d'une imprimerie lithographique pour laquelle il va dessiner et lithographier un album de paysages, <em>Isla de Cuba pintoresca </em>(1839-1842),<em> </em>puis un<em> Viaje pintoresco al rededor de la isla de Cuba. </em>Louis et Frédéric Mialhe étaient-ils partis ensemble pour s'installer à Cuba en 1838, poursuivant leur collaboration, l'un  imprimeur, l'autre dessinateur lithographe ? Ou bien Louis n'est-il parti, comme le suggère le rapport de police qu'au milieu des années 1840, on l'ignore.</p>"	Revu E. P., 17/09/2020.
3647	MICÉ					<p>Il est instituteur.</p>	<p>Il veut utiliser une presse autographe pour les besoins de l'institution dans laquelle il enseigne.</p>	
3648	MICHALET	Jules, Honoré	1824-05-03	Marseille (Bouches-du-Rhône)	4459	<p>Il est né le 3 mai 1824 à Marseille où son père était gantier. Il a une longue expérience de l'imprimerie comme ouvrier, puis directeur.<br>Il meurt le 29 juillet 1862.</p>	<p>Il sollicite un brevet de lithographe par création qui lui est refusé le 23 août 1854 car les lithographes sont jugés suffisamment nombreux. Il obtient son brevet en 1855 par transfert de celui  de Marion décédé.</p>	
3649	MICHAUD	Jean				<p>Jean Michaud a épousé Jeannette Pétigny, la fille du lithographe Pierre Pétigny.</p>	<p>Ils constituent une société en nom collectif avec le frèrede Jeannette pour l'exploitation de la librairie et de l'atelier de lithographie. Par la suite, Pierre Pétigny reprend ses titres.</p>	
3650	MICHAUX	Augustin, Joseph	1806-09-21	Taisnières en Thiérarche (Nord)	23613	<p>Il est né le 21 septembre 1806 à Taisnières-en-Thiérarche (Nord) ; son père était cultivateur. Il est marié, propriétaire de sa maison de Belleville et membre du Conseil des prudhommes de la Seine.</p>	"<p>Il était apprêteur d'étoffes à Belleville et occupait 18 ouvriers ; il semble que, depuis 1848, sil soit moins prospère. Il veut l'autorisation de se servir d'une presse lithographique à Belleville pour faire des impressions de vignettes sur mouchoirs et étoffes de batiste. Le commissaire Gaillard s'y oppose par principe, préférant ""la garantie légale"" d'un brevet obtenu par transfert. Il reprend le brevet pour Paris de Dupinet et demande à le transférer à Belleville.</p>"	Revu E. P., 18/09/2020.
3651	MICHAUX	Alexandre, Auguste					<p>Il déclare être libraire et pratiquer typographie et lithographie, en remplacement de Lallart, décédé.</p>	
3652	MICHEL	Louis, Léon				<p>Il est né à Paris le 5 décembre 1824. Il est marié, père de famille et c'est avec ses économies qu'il va acheter le matériel nécessaire. Il a d'abord été papetier, établi 26, rue du Ponceau.</p>	"<p>Il a acquis l'imprimerie de Grellé et le commissaire Gaillard pense que  ""c'est une mauvaise affaire"", mais il compte sur ""sa capacité commerciale et ses habitudes d'ordre"".<br>Il semble que sa nièce Madeleine Désiste, veuve Belliscer, qui avait gardé du matériel d'une précédente association et n'avait pu obtenir, en 1850, un brevet, l'ait exploité sous le brevet de son oncle. Il fait faillite et prend la fuite. Son imprimerie est mise en vente aux enchères et acquise en août 1856 par Raveau.</p>"	Revu E. P., 18/09/2020 ; 13/02/2023.
3653	MICHEL	Joseph, Léopold	1816-07-15	Oye (Doubs)	29579	<p>Il est né le 15 juillet 1816 à Oye (Doubs) dont son père était le maire. Il a commencé par être libraire en Suisse, à Delémont, dans le canton de Berne.</p>	<p>Il a d'abord exploité les brevets d'imprimeur en lettres et de lithographe à Belfort où il avait racheté une imprimerie. Jugeant l'affaire peu rentable, il demande les deux mêmes brevets pour Besançon.  En novembre 1846, il est à Vesoul où il est limonadier ; en 1848, il fait la demande de brevets de lithographe et d'imprimeur en lettres pour cette ville, mais le rapport du Préfet considère que ce n'est  qu'une spéculation et lui préfère un autre candidat.</p>	
3654	MICHEL	Louis	1828-02-23	Marseille (Bouches-du-Rhône)	4459	<p>Il est né le 23 février 1828 à Marseille. Son père était maréchal-ferrant. Il est ouvrier lithographe.</p>		
3655	MICHEL	Jacques, Joseph	1815-03-17	Marseille (Bouches-du-Rhône)	4459	<p>Il est né le 17 mars 1815 à Marseille où son père était jardinier. Il est graveur.</p>		
3656	MICHEL	Marc, Charles	1816-06-27	Bordeaux (Gironde)	12988	<p>Il est né le 27 juin 1816 à Bordeaux ; son père était cordonnier.</p>	<p>Il travaille en association avec son frère. A la mort de celui-ci, il lui succède. Il travaille notamment pour les frères Tanet qui assurent la distribution à domicile des cartes et faire-parts qu'il imprime, mais il semble qu'il manque rapidement de travail et ne trouve pas non plus à s'employer comme ouvrier. L'enquête statistique de 1854 note qu'il n'exploite pas son brevet.</p>	
3657	MICHEL	Jean-Baptiste	1814-03-15	Bordeaux (Gironde)	12988	<p>Il est né le 15 mars 1814 à Bordeaux ; son père était cordonnier. Il est écrivain dessinateur lithographe depuis 12 ans quand il demande son brevet. Il meurt le 9 décembre 1847.</p>	<p>Sa demande de brevet a essuyé un premier refus en octobre 1843. Il est célibataire et travaille avec son frère ; à sa mort, c'est ce dernier qui reprend brevet et imprimerie.</p>	
3658	MICHEL	Victor, Jules	1820-08-20	Vincelles (Marne)	35954	<p>Il est né à Vincelles (Marne) le 20 février 1820 ; son père était propriétaire. Il est écrivain lithographe et, depuis 1843, il travaille chez Maréchal à Laon.<br>Il meurt le 5 octobre 1848.</p>	<p>Il obtient un brevet de libraire le 20 août 1847.</p>	
3659	MICHEL	Louis, Joachim	1818-01-12	Fécamp (Seine-inférieure)	31051	<p>Il est né à Fécamp (Seine-inférieure) le 12 janvier 1818 ; son grand-père et son père étaient imprimeurs. Son père meurt quand il n'a que 12 ans et sa mère demande donc les trois brevets tandis qu'il est encore en apprentissage.</p>	"<p>Il reprend les trois brevets de sa mère qui est décédée le 22 février 1841 et dont il est le fils unique. Il est le propriétaire-gérant du <em>Mémorial de Fécamp.</em> Les idées politiques  qu'il y exprime sont jugées par l'administration ""fort avancées et c'est, dit le sous-préfet, dans le <em>National </em>et le <em>Constitutionnel</em> qu'il y puise ses inspirations"" ; toutefois, comme il n'a fait l'objet d'aucune poursuite  et ""qu'il a su garder dans son opposition une certaine mesure"", la transmission des brevets de sa mère a été accordée. Il conserve jusqu'en novembre 1855 son brevet de libraire.</p>"	
3660	MICHEL	Gustave, Edwards, Desaint	1845-09-02	Crèvecoeur (Oise)	23876	<p>Il est né à Crèvecoeur (Oise) le 2 septembre 1845  ; son père, fabricant de mérinos à l'époque de sanaissance, est devenu receveur des postes à Yvetot. Il vient de sortir d'une école supériere de commerce quand il fait sa demande de brevets.</p>	<p>Il reprend les deux brevets de Brunet et la publication de <em>L'Abeille cauchoise, journal de l'arrondissement d'Yvetot.</em></p>	
